A,B,BitWidth,Exact,Truncated,Simplified,Reduced,Stochastic,AbsError_Truncated,RelError_Truncated,AbsError_Simplified,RelError_Simplified,AbsError_Reduced,RelError_Reduced,AbsError_Stochastic,RelError_Stochastic
15,3,16,18,0,15,18,60432,18,1.0,3,0.16666666666666666,0,0.0,60414,3356.3333333333335
15,3,16,18,0,15,18,9221,18,1.0,3,0.16666666666666666,0,0.0,9203,511.27777777777777
15,4,16,19,0,15,19,10174,19,1.0,4,0.21052631578947367,0,0.0,10155,534.4736842105264
15,4,16,19,0,15,19,19344,19,1.0,4,0.21052631578947367,0,0.0,19325,1017.1052631578947
15,5,16,20,0,15,20,37842,20,1.0,5,0.25,0,0.0,37822,1891.1
15,5,16,20,0,15,20,60985,20,1.0,5,0.25,0,0.0,60965,3048.25
15,6,16,21,0,15,21,4293,21,1.0,6,0.2857142857142857,0,0.0,4272,203.42857142857142
15,6,16,21,0,15,21,58925,21,1.0,6,0.2857142857142857,0,0.0,58904,2804.9523809523807
15,7,16,22,0,15,22,9027,22,1.0,7,0.3181818181818182,0,0.0,9005,409.3181818181818
15,7,16,22,0,15,22,37952,22,1.0,7,0.3181818181818182,0,0.0,37930,1724.090909090909
15,8,16,23,0,15,23,16676,23,1.0,8,0.34782608695652173,0,0.0,16653,724.0434782608696
15,8,16,23,0,15,23,44137,23,1.0,8,0.34782608695652173,0,0.0,44114,1918.0
15,9,16,24,0,15,24,21346,24,1.0,9,0.375,0,0.0,21322,888.4166666666666
15,9,16,24,0,15,24,44829,24,1.0,9,0.375,0,0.0,44805,1866.875
15,10,16,25,0,15,25,26042,25,1.0,10,0.4,0,0.0,26017,1040.68
15,10,16,25,0,15,25,15800,25,1.0,10,0.4,0,0.0,15775,631.0
15,11,16,26,0,15,26,8057,26,1.0,11,0.4230769230769231,0,0.0,8031,308.88461538461536
15,11,16,26,0,15,26,15794,26,1.0,11,0.4230769230769231,0,0.0,15768,606.4615384615385
15,12,16,27,0,15,27,26980,27,1.0,12,0.4444444444444444,0,0.0,26953,998.2592592592592
15,12,16,27,0,15,27,43588,27,1.0,12,0.4444444444444444,0,0.0,43561,1613.3703703703704
15,13,16,28,0,15,28,34111,28,1.0,13,0.4642857142857143,0,0.0,34083,1217.25
15,13,16,28,0,15,28,34634,28,1.0,13,0.4642857142857143,0,0.0,34606,1235.9285714285713
15,14,16,29,0,15,29,8184,29,1.0,14,0.4827586206896552,0,0.0,8155,281.2068965517241
15,14,16,29,0,15,29,12096,29,1.0,14,0.4827586206896552,0,0.0,12067,416.1034482758621
15,15,16,30,0,15,30,35638,30,1.0,15,0.5,0,0.0,35608,1186.9333333333334
15,15,16,30,0,15,30,14690,30,1.0,15,0.5,0,0.0,14660,488.6666666666667
0,0,32,0,0,0,0,1151493003,0,0.0,0,0.0,0,0.0,1151493003,1151493003.0
0,0,32,0,0,0,0,56468742,0,0.0,0,0.0,0,0.0,56468742,56468742.0
0,0,32,0,0,0,0,2252633031,0,0.0,0,0.0,0,0.0,2252633031,2252633031.0
0,0,32,0,0,0,0,1423189940,0,0.0,0,0.0,0,0.0,1423189940,1423189940.0
0,0,32,0,0,0,0,4282265227,0,0.0,0,0.0,0,0.0,4282265227,4282265227.0
0,0,32,0,0,0,0,1012079145,0,0.0,0,0.0,0,0.0,1012079145,1012079145.0
0,1,32,1,0,1,1,295073086,1,1.0,0,0.0,0,0.0,295073085,295073085.0
0,1,32,1,0,1,1,2358189526,1,1.0,0,0.0,0,0.0,2358189525,2358189525.0
0,2,32,2,0,2,2,4027293182,2,1.0,0,0.0,0,0.0,4027293180,2013646590.0
0,2,32,2,0,2,2,15824642,2,1.0,0,0.0,0,0.0,15824640,7912320.0
0,3,32,3,0,3,3,3609686940,3,1.0,0,0.0,0,0.0,3609686937,1203228979.0
0,3,32,3,0,3,3,65018906,3,1.0,0,0.0,0,0.0,65018903,21672967.666666668
0,4,32,4,0,4,4,4173845174,4,1.0,0,0.0,0,0.0,4173845170,1043461292.5
0,4,32,4,0,4,4,1680200792,4,1.0,0,0.0,0,0.0,1680200788,420050197.0
0,5,32,5,0,5,5,2368348052,5,1.0,0,0.0,0,0.0,2368348047,473669609.4
0,5,32,5,0,5,5,3902413688,5,1.0,0,0.0,0,0.0,3902413683,780482736.6
0,6,32,6,0,6,6,3038267616,6,1.0,0,0.0,0,0.0,3038267610,506377935.0
0,6,32,6,0,6,6,1958430615,6,1.0,0,0.0,0,0.0,1958430609,326405101.5
0,7,32,7,0,7,7,928122676,7,1.0,0,0.0,0,0.0,928122669,132588952.71428572
0,7,32,7,0,7,7,4041255894,7,1.0,0,0.0,0,0.0,4041255887,577322269.5714285
0,8,32,8,0,8,8,3734530941,8,1.0,0,0.0,0,0.0,3734530933,466816366.625
0,8,32,8,0,8,8,2173260652,8,1.0,0,0.0,0,0.0,2173260644,271657580.5
0,9,32,9,0,9,9,2770005895,9,1.0,0,0.0,0,0.0,2770005886,307778431.7777778
0,9,32,9,0,9,9,387531828,9,1.0,0,0.0,0,0.0,387531819,43059091.0
0,10,32,10,0,10,10,2966783997,10,1.0,0,0.0,0,0.0,2966783987,296678398.7
0,10,32,10,0,10,10,3894429986,10,1.0,0,0.0,0,0.0,3894429976,389442997.6
0,11,32,11,0,11,11,1438559296,11,1.0,0,0.0,0,0.0,1438559285,130778116.81818181
0,11,32,11,0,11,11,846669803,11,1.0,0,0.0,0,0.0,846669792,76969981.0909091
0,12,32,12,0,12,12,1139125329,12,1.0,0,0.0,0,0.0,1139125317,94927109.75
0,12,32,12,0,12,12,2949149554,12,1.0,0,0.0,0,0.0,2949149542,245762461.83333334
0,13,32,13,0,13,13,3962379025,13,1.0,0,0.0,0,0.0,3962379012,304798385.53846157
0,13,32,13,0,13,13,2276812346,13,1.0,0,0.0,0,0.0,2276812333,175139410.23076922
0,14,32,14,0,14,14,1585894317,14,1.0,0,0.0,0,0.0,1585894303,113278164.5
0,14,32,14,0,14,14,3496325579,14,1.0,0,0.0,0,0.0,3496325565,249737540.35714287
0,15,32,15,0,15,15,2833122996,15,1.0,0,0.0,0,0.0,2833122981,188874865.4
0,15,32,15,0,15,15,245556114,15,1.0,0,0.0,0,0.0,245556099,16370406.6
1,0,32,1,0,1,1,1962702340,1,1.0,0,0.0,0,0.0,1962702339,1962702339.0
1,0,32,1,0,1,1,399277575,1,1.0,0,0.0,0,0.0,399277574,399277574.0
1,1,32,2,0,1,2,207672161,2,1.0,1,0.5,0,0.0,207672159,103836079.5
1,1,32,2,0,1,2,2875601928,2,1.0,1,0.5,0,0.0,2875601926,1437800963.0
1,2,32,3,0,3,3,3043136713,3,1.0,0,0.0,0,0.0,3043136710,1014378903.3333334
1,2,32,3,0,3,3,3490988719,3,1.0,0,0.0,0,0.0,3490988716,1163662905.3333333
1,3,32,4,0,3,4,598722063,4,1.0,1,0.25,0,0.0,598722059,149680514.75
1,3,32,4,0,3,4,3576694360,4,1.0,1,0.25,0,0.0,3576694356,894173589.0
1,4,32,5,0,5,5,650638979,5,1.0,0,0.0,0,0.0,650638974,130127794.8
1,4,32,5,0,5,5,1540341483,5,1.0,0,0.0,0,0.0,1540341478,308068295.6
1,5,32,6,0,5,6,2002312435,6,1.0,1,0.16666666666666666,0,0.0,2002312429,333718738.1666667
1,5,32,6,0,5,6,1351622300,6,1.0,1,0.16666666666666666,0,0.0,1351622294,225270382.33333334
1,6,32,7,0,7,7,2819615736,7,1.0,0,0.0,0,0.0,2819615729,402802247.0
1,6,32,7,0,7,7,4151812992,7,1.0,0,0.0,0,0.0,4151812985,593116140.7142857
1,7,32,8,0,7,8,1847285894,8,1.0,1,0.125,0,0.0,1847285886,230910735.75
1,7,32,8,0,7,8,130454622,8,1.0,1,0.125,0,0.0,130454614,16306826.75
1,8,32,9,0,9,9,3446668993,9,1.0,0,0.0,0,0.0,3446668984,382963220.4444444
1,8,32,9,0,9,9,4050239104,9,1.0,0,0.0,0,0.0,4050239095,450026566.1111111
1,9,32,10,0,9,10,1909724528,10,1.0,1,0.1,0,0.0,1909724518,190972451.8
1,9,32,10,0,9,10,3645089270,10,1.0,1,0.1,0,0.0,3645089260,364508926.0
1,10,32,11,0,11,11,1935757666,11,1.0,0,0.0,0,0.0,1935757655,175977968.63636363
1,10,32,11,0,11,11,1789380853,11,1.0,0,0.0,0,0.0,1789380842,162670985.63636363
1,11,32,12,0,11,12,557465873,12,1.0,1,0.08333333333333333,0,0.0,557465861,46455488.416666664
1,11,32,12,0,11,12,1297694724,12,1.0,1,0.08333333333333333,0,0.0,1297694712,108141226.0
1,12,32,13,0,13,13,276084077,13,1.0,0,0.0,0,0.0,276084064,21237235.692307692
1,12,32,13,0,13,13,4037329970,13,1.0,0,0.0,0,0.0,4037329957,310563842.84615386
1,13,32,14,0,13,14,1762831541,14,1.0,1,0.07142857142857142,0,0.0,1762831527,125916537.64285715
1,13,32,14,0,13,14,1156811186,14,1.0,1,0.07142857142857142,0,0.0,1156811172,82629369.42857143
1,14,32,15,0,15,15,2037703518,15,1.0,0,0.0,0,0.0,2037703503,135846900.2
1,14,32,15,0,15,15,1755629434,15,1.0,0,0.0,0,0.0,1755629419,117041961.26666667
1,15,32,16,0,15,16,2873284874,16,1.0,1,0.0625,0,0.0,2873284858,179580303.625
1,15,32,16,0,15,16,226567245,16,1.0,1,0.0625,0,0.0,226567229,14160451.8125
2,0,32,2,0,2,2,2360795231,2,1.0,0,0.0,0,0.0,2360795229,1180397614.5
2,0,32,2,0,2,2,4168667247,2,1.0,0,0.0,0,0.0,4168667245,2084333622.5
2,1,32,3,0,3,3,1614397802,3,1.0,0,0.0,0,0.0,1614397799,538132599.6666666
2,1,32,3,0,3,3,4005324717,3,1.0,0,0.0,0,0.0,4005324714,1335108238.0
2,2,32,4,0,2,4,486863364,4,1.0,2,0.5,0,0.0,486863360,121715840.0
2,2,32,4,0,2,4,356401146,4,1.0,2,0.5,0,0.0,356401142,89100285.5
2,3,32,5,0,3,5,2227052833,5,1.0,2,0.4,0,0.0,2227052828,445410565.6
2,3,32,5,0,3,5,1618798834,5,1.0,2,0.4,0,0.0,1618798829,323759765.8
2,4,32,6,0,6,6,139103074,6,1.0,0,0.0,0,0.0,139103068,23183844.666666668
2,4,32,6,0,6,6,1036306186,6,1.0,0,0.0,0,0.0,1036306180,172717696.66666666
2,5,32,7,0,7,7,257315645,7,1.0,0,0.0,0,0.0,257315638,36759376.85714286
2,5,32,7,0,7,7,3525847207,7,1.0,0,0.0,0,0.0,3525847200,503692457.14285713
2,6,32,8,0,6,8,2703213938,8,1.0,2,0.25,0,0.0,2703213930,337901741.25
2,6,32,8,0,6,8,1174346620,8,1.0,2,0.25,0,0.0,1174346612,146793326.5
2,7,32,9,0,7,9,1237938568,9,1.0,2,0.2222222222222222,0,0.0,1237938559,137548728.7777778
2,7,32,9,0,7,9,2131662386,9,1.0,2,0.2222222222222222,0,0.0,2131662377,236851375.2222222
2,8,32,10,0,10,10,2899387300,10,1.0,0,0.0,0,0.0,2899387290,289938729.0
2,8,32,10,0,10,10,1225040115,10,1.0,0,0.0,0,0.0,1225040105,122504010.5
2,9,32,11,0,11,11,668114979,11,1.0,0,0.0,0,0.0,668114968,60737724.36363637
2,9,32,11,0,11,11,1471807424,11,1.0,0,0.0,0,0.0,1471807413,133800673.9090909
2,10,32,12,0,10,12,2842931396,12,1.0,2,0.16666666666666666,0,0.0,2842931384,236910948.66666666
2,10,32,12,0,10,12,4117798555,12,1.0,2,0.16666666666666666,0,0.0,4117798543,343149878.5833333
2,11,32,13,0,11,13,1846978504,13,1.0,2,0.15384615384615385,0,0.0,1846978491,142075268.53846154
2,11,32,13,0,11,13,4075257432,13,1.0,2,0.15384615384615385,0,0.0,4075257419,313481339.9230769
2,12,32,14,0,14,14,1860094229,14,1.0,0,0.0,0,0.0,1860094215,132863872.5
2,12,32,14,0,14,14,3844500898,14,1.0,0,0.0,0,0.0,3844500884,274607206.0
2,13,32,15,0,15,15,1267379010,15,1.0,0,0.0,0,0.0,1267378995,84491933.0
2,13,32,15,0,15,15,2851537913,15,1.0,0,0.0,0,0.0,2851537898,190102526.53333333
2,14,32,16,0,14,16,599137416,16,1.0,2,0.125,0,0.0,599137400,37446087.5
2,14,32,16,0,14,16,3655709021,16,1.0,2,0.125,0,0.0,3655709005,228481812.8125
2,15,32,17,0,15,17,3634868380,17,1.0,2,0.11764705882352941,0,0.0,3634868363,213815786.05882353
2,15,32,17,0,15,17,3444973841,17,1.0,2,0.11764705882352941,0,0.0,3444973824,202645519.05882353
3,0,32,3,0,3,3,306139226,3,1.0,0,0.0,0,0.0,306139223,102046407.66666667
3,0,32,3,0,3,3,3184884852,3,1.0,0,0.0,0,0.0,3184884849,1061628283.0
3,1,32,4,0,3,4,2632067709,4,1.0,1,0.25,0,0.0,2632067705,658016926.25
3,1,32,4,0,3,4,813455662,4,1.0,1,0.25,0,0.0,813455658,203363914.5
3,2,32,5,0,3,5,1068472154,5,1.0,2,0.4,0,0.0,1068472149,213694429.8
3,2,32,5,0,3,5,505523052,5,1.0,2,0.4,0,0.0,505523047,101104609.4
3,3,32,6,0,3,6,976917877,6,1.0,3,0.5,0,0.0,976917871,162819645.16666666
3,3,32,6,0,3,6,4123231890,6,1.0,3,0.5,0,0.0,4123231884,687205314.0
3,4,32,7,0,7,7,2433966577,7,1.0,0,0.0,0,0.0,2433966570,347709510.0
3,4,32,7,0,7,7,3376333021,7,1.0,0,0.0,0,0.0,3376333014,482333287.71428573
3,5,32,8,0,7,8,4004382495,8,1.0,1,0.125,0,0.0,4004382487,500547810.875
3,5,32,8,0,7,8,3932850888,8,1.0,1,0.125,0,0.0,3932850880,491606360.0
3,6,32,9,0,7,9,1508821860,9,1.0,2,0.2222222222222222,0,0.0,1508821851,167646872.33333334
3,6,32,9,0,7,9,2590083155,9,1.0,2,0.2222222222222222,0,0.0,2590083146,287787016.2222222
3,7,32,10,0,7,10,3736264496,10,1.0,3,0.3,0,0.0,3736264486,373626448.6
3,7,32,10,0,7,10,3064720149,10,1.0,3,0.3,0,0.0,3064720139,306472013.9
3,8,32,11,0,11,11,3516325282,11,1.0,0,0.0,0,0.0,3516325271,319665933.72727275
3,8,32,11,0,11,11,3533242672,11,1.0,0,0.0,0,0.0,3533242661,321203878.27272725
3,9,32,12,0,11,12,2528767694,12,1.0,1,0.08333333333333333,0,0.0,2528767682,210730640.16666666
3,9,32,12,0,11,12,1662985554,12,1.0,1,0.08333333333333333,0,0.0,1662985542,138582128.5
3,10,32,13,0,11,13,1775913848,13,1.0,2,0.15384615384615385,0,0.0,1775913835,136608756.53846154
3,10,32,13,0,11,13,2883944735,13,1.0,2,0.15384615384615385,0,0.0,2883944722,221841901.69230768
3,11,32,14,0,11,14,3893320918,14,1.0,3,0.21428571428571427,0,0.0,3893320904,278094350.28571427
3,11,32,14,0,11,14,528256895,14,1.0,3,0.21428571428571427,0,0.0,528256881,37732634.35714286
3,12,32,15,0,15,15,1229878030,15,1.0,0,0.0,0,0.0,1229878015,81991867.66666667
3,12,32,15,0,15,15,1644435802,15,1.0,0,0.0,0,0.0,1644435787,109629052.46666667
3,13,32,16,0,15,16,3651627423,16,1.0,1,0.0625,0,0.0,3651627407,228226712.9375
3,13,32,16,0,15,16,784622468,16,1.0,1,0.0625,0,0.0,784622452,49038903.25
3,14,32,17,0,15,17,79546639,17,1.0,2,0.11764705882352941,0,0.0,79546622,4679213.05882353
3,14,32,17,0,15,17,4148645246,17,1.0,2,0.11764705882352941,0,0.0,4148645229,244037954.6470588
3,15,32,18,0,15,18,2208483299,18,1.0,3,0.16666666666666666,0,0.0,2208483281,122693515.6111111
3,15,32,18,0,15,18,2949749703,18,1.0,3,0.16666666666666666,0,0.0,2949749685,163874982.5
4,0,32,4,0,4,4,2971197593,4,1.0,0,0.0,0,0.0,2971197589,742799397.25
4,0,32,4,0,4,4,2826370671,4,1.0,0,0.0,0,0.0,2826370667,706592666.75
4,1,32,5,0,5,5,3709293702,5,1.0,0,0.0,0,0.0,3709293697,741858739.4
4,1,32,5,0,5,5,4200774650,5,1.0,0,0.0,0,0.0,4200774645,840154929.0
4,2,32,6,0,6,6,1308563437,6,1.0,0,0.0,0,0.0,1308563431,218093905.16666666
4,2,32,6,0,6,6,2084974480,6,1.0,0,0.0,0,0.0,2084974474,347495745.6666667
4,3,32,7,0,7,7,2237181217,7,1.0,0,0.0,0,0.0,2237181210,319597315.71428573
4,3,32,7,0,7,7,3286677735,7,1.0,0,0.0,0,0.0,3286677728,469525389.71428573
4,4,32,8,0,4,8,4074754390,8,1.0,4,0.5,0,0.0,4074754382,509344297.75
4,4,32,8,0,4,8,2677432989,8,1.0,4,0.5,0,0.0,2677432981,334679122.625
4,5,32,9,0,5,9,1468678591,9,1.0,4,0.4444444444444444,0,0.0,1468678582,163186509.1111111
4,5,32,9,0,5,9,3064324638,9,1.0,4,0.4444444444444444,0,0.0,3064324629,340480514.3333333
4,6,32,10,0,6,10,1678447877,10,1.0,4,0.4,0,0.0,1678447867,167844786.7
4,6,32,10,0,6,10,3960503595,10,1.0,4,0.4,0,0.0,3960503585,396050358.5
4,7,32,11,0,7,11,3887285638,11,1.0,4,0.36363636363636365,0,0.0,3887285627,353389602.45454544
4,7,32,11,0,7,11,510812921,11,1.0,4,0.36363636363636365,0,0.0,510812910,46437537.27272727
4,8,32,12,0,12,12,1489435565,12,1.0,0,0.0,0,0.0,1489435553,124119629.41666667
4,8,32,12,0,12,12,1489023726,12,1.0,0,0.0,0,0.0,1489023714,124085309.5
4,9,32,13,0,13,13,3241214124,13,1.0,0,0.0,0,0.0,3241214111,249324162.3846154
4,9,32,13,0,13,13,559945534,13,1.0,0,0.0,0,0.0,559945521,43072732.384615384
4,10,32,14,0,14,14,1395325994,14,1.0,0,0.0,0,0.0,1395325980,99666141.42857143
4,10,32,14,0,14,14,499739828,14,1.0,0,0.0,0,0.0,499739814,35695701.0
4,11,32,15,0,15,15,3195953248,15,1.0,0,0.0,0,0.0,3195953233,213063548.86666667
4,11,32,15,0,15,15,2375006024,15,1.0,0,0.0,0,0.0,2375006009,158333733.93333334
4,12,32,16,0,12,16,3813460729,16,1.0,4,0.25,0,0.0,3813460713,238341294.5625
4,12,32,16,0,12,16,240800037,16,1.0,4,0.25,0,0.0,240800021,15050001.3125
4,13,32,17,0,13,17,858638719,17,1.0,4,0.23529411764705882,0,0.0,858638702,50508158.941176474
4,13,32,17,0,13,17,414539344,17,1.0,4,0.23529411764705882,0,0.0,414539327,24384666.29411765
4,14,32,18,0,14,18,3459853410,18,1.0,4,0.2222222222222222,0,0.0,3459853392,192214077.33333334
4,14,32,18,0,14,18,883732775,18,1.0,4,0.2222222222222222,0,0.0,883732757,49096264.277777776
4,15,32,19,0,15,19,3791316754,19,1.0,4,0.21052631578947367,0,0.0,3791316735,199542986.0526316
4,15,32,19,0,15,19,3113718130,19,1.0,4,0.21052631578947367,0,0.0,3113718111,163879900.57894737
5,0,32,5,0,5,5,1248845751,5,1.0,0,0.0,0,0.0,1248845746,249769149.2
5,0,32,5,0,5,5,1253469816,5,1.0,0,0.0,0,0.0,1253469811,250693962.2
5,1,32,6,0,5,6,257170604,6,1.0,1,0.16666666666666666,0,0.0,257170598,42861766.333333336
5,1,32,6,0,5,6,1197251744,6,1.0,1,0.16666666666666666,0,0.0,1197251738,199541956.33333334
5,2,32,7,0,7,7,2895175130,7,1.0,0,0.0,0,0.0,2895175123,413596446.14285713
5,2,32,7,0,7,7,3609242141,7,1.0,0,0.0,0,0.0,3609242134,515606019.14285713
5,3,32,8,0,7,8,2931143476,8,1.0,1,0.125,0,0.0,2931143468,366392933.5
5,3,32,8,0,7,8,3047413167,8,1.0,1,0.125,0,0.0,3047413159,380926644.875
5,4,32,9,0,5,9,3304295625,9,1.0,4,0.4444444444444444,0,0.0,3304295616,367143957.3333333
5,4,32,9,0,5,9,3512756992,9,1.0,4,0.4444444444444444,0,0.0,3512756983,390306331.4444444
5,5,32,10,0,5,10,3166396825,10,1.0,5,0.5,0,0.0,3166396815,316639681.5
5,5,32,10,0,5,10,2979853935,10,1.0,5,0.5,0,0.0,2979853925,297985392.5
5,6,32,11,0,7,11,3331536349,11,1.0,4,0.36363636363636365,0,0.0,3331536338,302866939.8181818
5,6,32,11,0,7,11,226429369,11,1.0,4,0.36363636363636365,0,0.0,226429358,20584487.09090909
5,7,32,12,0,7,12,1567998590,12,1.0,5,0.4166666666666667,0,0.0,1567998578,130666548.16666667
5,7,32,12,0,7,12,3066872265,12,1.0,5,0.4166666666666667,0,0.0,3066872253,255572687.75
5,8,32,13,0,13,13,4250793105,13,1.0,0,0.0,0,0.0,4250793092,326984084.0
5,8,32,13,0,13,13,1819841299,13,1.0,0,0.0,0,0.0,1819841286,139987791.23076922
5,9,32,14,0,13,14,3908388267,14,1.0,1,0.07142857142857142,0,0.0,3908388253,279170589.5
5,9,32,14,0,13,14,1401040642,14,1.0,1,0.07142857142857142,0,0.0,1401040628,100074330.57142857
5,10,32,15,0,15,15,4246042918,15,1.0,0,0.0,0,0.0,4246042903,283069526.8666667
5,10,32,15,0,15,15,1644010038,15,1.0,0,0.0,0,0.0,1644010023,109600668.2
5,11,32,16,0,15,16,3189915900,16,1.0,1,0.0625,0,0.0,3189915884,199369742.75
5,11,32,16,0,15,16,3166333042,16,1.0,1,0.0625,0,0.0,3166333026,197895814.125
5,12,32,17,0,13,17,2344236554,17,1.0,4,0.23529411764705882,0,0.0,2344236537,137896266.88235295
5,12,32,17,0,13,17,1957595462,17,1.0,4,0.23529411764705882,0,0.0,1957595445,115152673.23529412
5,13,32,18,0,13,18,1245781694,18,1.0,5,0.2777777777777778,0,0.0,1245781676,69210093.1111111
5,13,32,18,0,13,18,3704794593,18,1.0,5,0.2777777777777778,0,0.0,3704794575,205821920.83333334
5,14,32,19,0,15,19,3012717355,19,1.0,4,0.21052631578947367,0,0.0,3012717336,158564070.31578946
5,14,32,19,0,15,19,990551676,19,1.0,4,0.21052631578947367,0,0.0,990551657,52134297.7368421
5,15,32,20,0,15,20,4177766773,20,1.0,5,0.25,0,0.0,4177766753,208888337.65
5,15,32,20,0,15,20,630606371,20,1.0,5,0.25,0,0.0,630606351,31530317.55
6,0,32,6,0,6,6,645514972,6,1.0,0,0.0,0,0.0,645514966,107585827.66666667
6,0,32,6,0,6,6,3945151549,6,1.0,0,0.0,0,0.0,3945151543,657525257.1666666
6,1,32,7,0,7,7,940683841,7,1.0,0,0.0,0,0.0,940683834,134383404.85714287
6,1,32,7,0,7,7,3511787852,7,1.0,0,0.0,0,0.0,3511787845,501683977.85714287
6,2,32,8,0,6,8,2030567213,8,1.0,2,0.25,0,0.0,2030567205,253820900.625
6,2,32,8,0,6,8,2505060018,8,1.0,2,0.25,0,0.0,2505060010,313132501.25
6,3,32,9,0,7,9,2985917955,9,1.0,2,0.2222222222222222,0,0.0,2985917946,331768660.6666667
6,3,32,9,0,7,9,315870227,9,1.0,2,0.2222222222222222,0,0.0,315870218,35096690.88888889
6,4,32,10,0,6,10,4074157416,10,1.0,4,0.4,0,0.0,4074157406,407415740.6
6,4,32,10,0,6,10,2242671023,10,1.0,4,0.4,0,0.0,2242671013,224267101.3
6,5,32,11,0,7,11,2441321479,11,1.0,4,0.36363636363636365,0,0.0,2441321468,221938315.27272728
6,5,32,11,0,7,11,3606445163,11,1.0,4,0.36363636363636365,0,0.0,3606445152,327858650.1818182
6,6,32,12,0,6,12,4236533280,12,1.0,6,0.5,0,0.0,4236533268,353044439.0
6,6,32,12,0,6,12,1516446379,12,1.0,6,0.5,0,0.0,1516446367,126370530.58333333
6,7,32,13,0,7,13,3482259467,13,1.0,6,0.46153846153846156,0,0.0,3482259454,267866111.84615386
6,7,32,13,0,7,13,2074293436,13,1.0,6,0.46153846153846156,0,0.0,2074293423,159561032.53846154
6,8,32,14,0,14,14,4093846404,14,1.0,0,0.0,0,0.0,4093846390,292417599.28571427
6,8,32,14,0,14,14,957493680,14,1.0,0,0.0,0,0.0,957493666,68392404.71428572
6,9,32,15,0,15,15,694401426,15,1.0,0,0.0,0,0.0,694401411,46293427.4
6,9,32,15,0,15,15,238790746,15,1.0,0,0.0,0,0.0,238790731,15919382.066666666
6,10,32,16,0,14,16,2110546713,16,1.0,2,0.125,0,0.0,2110546697,131909168.5625
6,10,32,16,0,14,16,4147300550,16,1.0,2,0.125,0,0.0,4147300534,259206283.375
6,11,32,17,0,15,17,1041617496,17,1.0,2,0.11764705882352941,0,0.0,1041617479,61271616.4117647
6,11,32,17,0,15,17,3784400074,17,1.0,2,0.11764705882352941,0,0.0,3784400057,222611768.05882353
6,12,32,18,0,14,18,2163424978,18,1.0,4,0.2222222222222222,0,0.0,2163424960,120190275.55555555
6,12,32,18,0,14,18,2471977846,18,1.0,4,0.2222222222222222,0,0.0,2471977828,137332101.55555555
6,13,32,19,0,15,19,4204518762,19,1.0,4,0.21052631578947367,0,0.0,4204518743,221290460.15789473
6,13,32,19,0,15,19,3160098737,19,1.0,4,0.21052631578947367,0,0.0,3160098718,166320985.15789473
6,14,32,20,0,14,20,634544965,20,1.0,6,0.3,0,0.0,634544945,31727247.25
6,14,32,20,0,14,20,3850366548,20,1.0,6,0.3,0,0.0,3850366528,192518326.4
6,15,32,21,0,15,21,291248254,21,1.0,6,0.2857142857142857,0,0.0,291248233,13868963.476190476
6,15,32,21,0,15,21,1426127098,21,1.0,6,0.2857142857142857,0,0.0,1426127077,67910813.1904762
7,0,32,7,0,7,7,1527070102,7,1.0,0,0.0,0,0.0,1527070095,218152870.7142857
7,0,32,7,0,7,7,2321836091,7,1.0,0,0.0,0,0.0,2321836084,331690869.14285713
7,1,32,8,0,7,8,1751959145,8,1.0,1,0.125,0,0.0,1751959137,218994892.125
7,1,32,8,0,7,8,3482244391,8,1.0,1,0.125,0,0.0,3482244383,435280547.875
7,2,32,9,0,7,9,72549204,9,1.0,2,0.2222222222222222,0,0.0,72549195,8061021.666666667
7,2,32,9,0,7,9,3101399847,9,1.0,2,0.2222222222222222,0,0.0,3101399838,344599982.0
7,3,32,10,0,7,10,2447631669,10,1.0,3,0.3,0,0.0,2447631659,244763165.9
7,3,32,10,0,7,10,586449208,10,1.0,3,0.3,0,0.0,586449198,58644919.8
7,4,32,11,0,7,11,1962883810,11,1.0,4,0.36363636363636365,0,0.0,1962883799,178443981.72727272
7,4,32,11,0,7,11,3849424096,11,1.0,4,0.36363636363636365,0,0.0,3849424085,349947644.09090906
7,5,32,12,0,7,12,2428621072,12,1.0,5,0.4166666666666667,0,0.0,2428621060,202385088.33333334
7,5,32,12,0,7,12,1116857190,12,1.0,5,0.4166666666666667,0,0.0,1116857178,93071431.5
7,6,32,13,0,7,13,666558107,13,1.0,6,0.46153846153846156,0,0.0,666558094,51273699.538461536
7,6,32,13,0,7,13,2205744178,13,1.0,6,0.46153846153846156,0,0.0,2205744165,169672628.07692307
7,7,32,14,0,7,14,1603637373,14,1.0,7,0.5,0,0.0,1603637359,114545525.64285715
7,7,32,14,0,7,14,1517226898,14,1.0,7,0.5,0,0.0,1517226884,108373348.85714285
7,8,32,15,0,15,15,410575089,15,1.0,0,0.0,0,0.0,410575074,27371671.6
7,8,32,15,0,15,15,3954989168,15,1.0,0,0.0,0,0.0,3954989153,263665943.53333333
7,9,32,16,0,15,16,819414017,16,1.0,1,0.0625,0,0.0,819414001,51213375.0625
7,9,32,16,0,15,16,850786056,16,1.0,1,0.0625,0,0.0,850786040,53174127.5
7,10,32,17,0,15,17,722458042,17,1.0,2,0.11764705882352941,0,0.0,722458025,42497530.88235294
7,10,32,17,0,15,17,1653719827,17,1.0,2,0.11764705882352941,0,0.0,1653719810,97277635.88235295
