A,B,BitWidth,Exact,Truncated,Simplified,Reduced,Stochastic,AbsError_Truncated,RelError_Truncated,AbsError_Simplified,RelError_Simplified,AbsError_Reduced,RelError_Reduced,AbsError_Stochastic,RelError_Stochastic
6,10,8,16,0,14,0,136,16,1.0,2,0.125,16,1.0,120,7.5
6,11,8,17,0,15,1,147,17,1.0,2,0.11764705882352941,16,0.9411764705882353,130,7.647058823529412
6,11,8,17,0,15,1,77,17,1.0,2,0.11764705882352941,16,0.9411764705882353,60,3.5294117647058822
6,12,8,18,0,14,2,116,18,1.0,4,0.2222222222222222,16,0.8888888888888888,98,5.444444444444445
6,12,8,18,0,14,2,183,18,1.0,4,0.2222222222222222,16,0.8888888888888888,165,9.166666666666666
6,13,8,19,0,15,3,106,19,1.0,4,0.21052631578947367,16,0.8421052631578947,87,4.578947368421052
6,13,8,19,0,15,3,164,19,1.0,4,0.21052631578947367,16,0.8421052631578947,145,7.631578947368421
6,14,8,20,0,14,4,255,20,1.0,6,0.3,16,0.8,235,11.75
6,14,8,20,0,14,4,45,20,1.0,6,0.3,16,0.8,25,1.25
6,15,8,21,0,15,5,103,21,1.0,6,0.2857142857142857,16,0.7619047619047619,82,3.9047619047619047
6,15,8,21,0,15,5,185,21,1.0,6,0.2857142857142857,16,0.7619047619047619,164,7.809523809523809
7,0,8,7,0,7,7,244,7,1.0,0,0.0,0,0.0,237,33.857142857142854
7,0,8,7,0,7,7,140,7,1.0,0,0.0,0,0.0,133,19.0
7,1,8,8,0,7,8,178,8,1.0,1,0.125,0,0.0,170,21.25
7,1,8,8,0,7,8,132,8,1.0,1,0.125,0,0.0,124,15.5
7,2,8,9,0,7,9,223,9,1.0,2,0.2222222222222222,0,0.0,214,23.77777777777778
7,2,8,9,0,7,9,102,9,1.0,2,0.2222222222222222,0,0.0,93,10.333333333333334
7,3,8,10,0,7,10,186,10,1.0,3,0.3,0,0.0,176,17.6
7,3,8,10,0,7,10,252,10,1.0,3,0.3,0,0.0,242,24.2
7,4,8,11,0,7,11,47,11,1.0,4,0.36363636363636365,0,0.0,36,3.272727272727273
7,4,8,11,0,7,11,146,11,1.0,4,0.36363636363636365,0,0.0,135,12.272727272727273
7,5,8,12,0,7,12,141,12,1.0,5,0.4166666666666667,0,0.0,129,10.75
7,5,8,12,0,7,12,56,12,1.0,5,0.4166666666666667,0,0.0,44,3.6666666666666665
7,6,8,13,0,7,13,163,13,1.0,6,0.46153846153846156,0,0.0,150,11.538461538461538
7,6,8,13,0,7,13,86,13,1.0,6,0.46153846153846156,0,0.0,73,5.615384615384615
7,7,8,14,0,7,14,184,14,1.0,7,0.5,0,0.0,170,12.142857142857142
7,7,8,14,0,7,14,109,14,1.0,7,0.5,0,0.0,95,6.785714285714286
7,8,8,15,0,15,15,133,15,1.0,0,0.0,0,0.0,118,7.866666666666666
7,8,8,15,0,15,15,90,15,1.0,0,0.0,0,0.0,75,5.0
7,9,8,16,0,15,0,160,16,1.0,1,0.0625,16,1.0,144,9.0
7,9,8,16,0,15,0,8,16,1.0,1,0.0625,16,1.0,8,0.5
7,10,8,17,0,15,1,216,17,1.0,2,0.11764705882352941,16,0.9411764705882353,199,11.705882352941176
7,10,8,17,0,15,1,90,17,1.0,2,0.11764705882352941,16,0.9411764705882353,73,4.294117647058823
7,11,8,18,0,15,2,251,18,1.0,3,0.16666666666666666,16,0.8888888888888888,233,12.944444444444445
7,11,8,18,0,15,2,144,18,1.0,3,0.16666666666666666,16,0.8888888888888888,126,7.0
7,12,8,19,0,15,3,17,19,1.0,4,0.21052631578947367,16,0.8421052631578947,2,0.10526315789473684
7,12,8,19,0,15,3,130,19,1.0,4,0.21052631578947367,16,0.8421052631578947,111,5.842105263157895
7,13,8,20,0,15,4,22,20,1.0,5,0.25,16,0.8,2,0.1
7,13,8,20,0,15,4,177,20,1.0,5,0.25,16,0.8,157,7.85
7,14,8,21,0,15,5,216,21,1.0,6,0.2857142857142857,16,0.7619047619047619,195,9.285714285714286
7,14,8,21,0,15,5,240,21,1.0,6,0.2857142857142857,16,0.7619047619047619,219,10.428571428571429
7,15,8,22,0,15,6,1,22,1.0,7,0.3181818181818182,16,0.7272727272727273,21,0.9545454545454546
7,15,8,22,0,15,6,89,22,1.0,7,0.3181818181818182,16,0.7272727272727273,67,3.0454545454545454
8,0,8,8,0,8,8,72,8,1.0,0,0.0,0,0.0,64,8.0
8,0,8,8,0,8,8,103,8,1.0,0,0.0,0,0.0,95,11.875
8,1,8,9,0,9,9,122,9,1.0,0,0.0,0,0.0,113,12.555555555555555
8,1,8,9,0,9,9,184,9,1.0,0,0.0,0,0.0,175,19.444444444444443
8,2,8,10,0,10,10,15,10,1.0,0,0.0,0,0.0,5,0.5
8,2,8,10,0,10,10,135,10,1.0,0,0.0,0,0.0,125,12.5
8,3,8,11,0,11,11,59,11,1.0,0,0.0,0,0.0,48,4.363636363636363
8,3,8,11,0,11,11,37,11,1.0,0,0.0,0,0.0,26,2.3636363636363638
8,4,8,12,0,12,12,127,12,1.0,0,0.0,0,0.0,115,9.583333333333334
8,4,8,12,0,12,12,176,12,1.0,0,0.0,0,0.0,164,13.666666666666666
8,5,8,13,0,13,13,252,13,1.0,0,0.0,0,0.0,239,18.384615384615383
8,5,8,13,0,13,13,58,13,1.0,0,0.0,0,0.0,45,3.4615384615384617
8,6,8,14,0,14,14,51,14,1.0,0,0.0,0,0.0,37,2.642857142857143
8,6,8,14,0,14,14,57,14,1.0,0,0.0,0,0.0,43,3.0714285714285716
8,7,8,15,0,15,15,132,15,1.0,0,0.0,0,0.0,117,7.8
8,7,8,15,0,15,15,165,15,1.0,0,0.0,0,0.0,150,10.0
8,8,8,16,0,8,0,179,16,1.0,8,0.5,16,1.0,163,10.1875
8,8,8,16,0,8,0,67,16,1.0,8,0.5,16,1.0,51,3.1875
8,9,8,17,0,9,1,242,17,1.0,8,0.47058823529411764,16,0.9411764705882353,225,13.235294117647058
8,9,8,17,0,9,1,250,17,1.0,8,0.47058823529411764,16,0.9411764705882353,233,13.705882352941176
8,10,8,18,0,10,2,236,18,1.0,8,0.4444444444444444,16,0.8888888888888888,218,12.11111111111111
8,10,8,18,0,10,2,176,18,1.0,8,0.4444444444444444,16,0.8888888888888888,158,8.777777777777779
8,11,8,19,0,11,3,212,19,1.0,8,0.42105263157894735,16,0.8421052631578947,193,10.157894736842104
8,11,8,19,0,11,3,212,19,1.0,8,0.42105263157894735,16,0.8421052631578947,193,10.157894736842104
8,12,8,20,0,12,4,200,20,1.0,8,0.4,16,0.8,180,9.0
8,12,8,20,0,12,4,255,20,1.0,8,0.4,16,0.8,235,11.75
8,13,8,21,0,13,5,173,21,1.0,8,0.38095238095238093,16,0.7619047619047619,152,7.238095238095238
8,13,8,21,0,13,5,89,21,1.0,8,0.38095238095238093,16,0.7619047619047619,68,3.238095238095238
8,14,8,22,0,14,6,106,22,1.0,8,0.36363636363636365,16,0.7272727272727273,84,3.8181818181818183
8,14,8,22,0,14,6,242,22,1.0,8,0.36363636363636365,16,0.7272727272727273,220,10.0
8,15,8,23,0,15,7,148,23,1.0,8,0.34782608695652173,16,0.6956521739130435,125,5.434782608695652
8,15,8,23,0,15,7,51,23,1.0,8,0.34782608695652173,16,0.6956521739130435,28,1.2173913043478262
9,0,8,9,0,9,9,116,9,1.0,0,0.0,0,0.0,107,11.88888888888889
9,0,8,9,0,9,9,59,9,1.0,0,0.0,0,0.0,50,5.555555555555555
9,1,8,10,0,9,10,253,10,1.0,1,0.1,0,0.0,243,24.3
9,1,8,10,0,9,10,58,10,1.0,1,0.1,0,0.0,48,4.8
9,2,8,11,0,11,11,210,11,1.0,0,0.0,0,0.0,199,18.09090909090909
9,2,8,11,0,11,11,141,11,1.0,0,0.0,0,0.0,130,11.818181818181818
9,3,8,12,0,11,12,9,12,1.0,1,0.08333333333333333,0,0.0,3,0.25
9,3,8,12,0,11,12,55,12,1.0,1,0.08333333333333333,0,0.0,43,3.5833333333333335
9,4,8,13,0,13,13,117,13,1.0,0,0.0,0,0.0,104,8.0
9,4,8,13,0,13,13,148,13,1.0,0,0.0,0,0.0,135,10.384615384615385
9,5,8,14,0,13,14,63,14,1.0,1,0.07142857142857142,0,0.0,49,3.5
9,5,8,14,0,13,14,93,14,1.0,1,0.07142857142857142,0,0.0,79,5.642857142857143
9,6,8,15,0,15,15,114,15,1.0,0,0.0,0,0.0,99,6.6
9,6,8,15,0,15,15,86,15,1.0,0,0.0,0,0.0,71,4.733333333333333
9,7,8,16,0,15,0,146,16,1.0,1,0.0625,16,1.0,130,8.125
9,7,8,16,0,15,0,47,16,1.0,1,0.0625,16,1.0,31,1.9375
9,8,8,17,0,9,1,82,17,1.0,8,0.47058823529411764,16,0.9411764705882353,65,3.823529411764706
9,8,8,17,0,9,1,20,17,1.0,8,0.47058823529411764,16,0.9411764705882353,3,0.17647058823529413
9,9,8,18,0,9,2,163,18,1.0,9,0.5,16,0.8888888888888888,145,8.055555555555555
9,9,8,18,0,9,2,195,18,1.0,9,0.5,16,0.8888888888888888,177,9.833333333333334
9,10,8,19,0,11,3,132,19,1.0,8,0.42105263157894735,16,0.8421052631578947,113,5.947368421052632
9,10,8,19,0,11,3,158,19,1.0,8,0.42105263157894735,16,0.8421052631578947,139,7.315789473684211
9,11,8,20,0,11,4,34,20,1.0,9,0.45,16,0.8,14,0.7
9,11,8,20,0,11,4,132,20,1.0,9,0.45,16,0.8,112,5.6
9,12,8,21,0,13,5,105,21,1.0,8,0.38095238095238093,16,0.7619047619047619,84,4.0
9,12,8,21,0,13,5,126,21,1.0,8,0.38095238095238093,16,0.7619047619047619,105,5.0
9,13,8,22,0,13,6,197,22,1.0,9,0.4090909090909091,16,0.7272727272727273,175,7.954545454545454
9,13,8,22,0,13,6,242,22,1.0,9,0.4090909090909091,16,0.7272727272727273,220,10.0
9,14,8,23,0,15,7,142,23,1.0,8,0.34782608695652173,16,0.6956521739130435,119,5.173913043478261
9,14,8,23,0,15,7,215,23,1.0,8,0.34782608695652173,16,0.6956521739130435,192,8.347826086956522
9,15,8,24,0,15,8,32,24,1.0,9,0.375,16,0.6666666666666666,8,0.3333333333333333
9,15,8,24,0,15,8,236,24,1.0,9,0.375,16,0.6666666666666666,212,8.833333333333334
10,0,8,10,0,10,10,62,10,1.0,0,0.0,0,0.0,52,5.2
10,0,8,10,0,10,10,175,10,1.0,0,0.0,0,0.0,165,16.5
10,1,8,11,0,11,11,57,11,1.0,0,0.0,0,0.0,46,4.181818181818182
10,1,8,11,0,11,11,177,11,1.0,0,0.0,0,0.0,166,15.090909090909092
10,2,8,12,0,10,12,10,12,1.0,2,0.16666666666666666,0,0.0,2,0.16666666666666666
10,2,8,12,0,10,12,8,12,1.0,2,0.16666666666666666,0,0.0,4,0.3333333333333333
10,3,8,13,0,11,13,24,13,1.0,2,0.15384615384615385,0,0.0,11,0.8461538461538461
10,3,8,13,0,11,13,252,13,1.0,2,0.15384615384615385,0,0.0,239,18.384615384615383
10,4,8,14,0,14,14,193,14,1.0,0,0.0,0,0.0,179,12.785714285714286
10,4,8,14,0,14,14,174,14,1.0,0,0.0,0,0.0,160,11.428571428571429
10,5,8,15,0,15,15,176,15,1.0,0,0.0,0,0.0,161,10.733333333333333
10,5,8,15,0,15,15,4,15,1.0,0,0.0,0,0.0,11,0.7333333333333333
10,6,8,16,0,14,0,54,16,1.0,2,0.125,16,1.0,38,2.375
10,6,8,16,0,14,0,92,16,1.0,2,0.125,16,1.0,76,4.75
10,7,8,17,0,15,1,227,17,1.0,2,0.11764705882352941,16,0.9411764705882353,210,12.352941176470589
10,7,8,17,0,15,1,70,17,1.0,2,0.11764705882352941,16,0.9411764705882353,53,3.1176470588235294
10,8,8,18,0,10,2,255,18,1.0,8,0.4444444444444444,16,0.8888888888888888,237,13.166666666666666
10,8,8,18,0,10,2,223,18,1.0,8,0.4444444444444444,16,0.8888888888888888,205,11.38888888888889
10,9,8,19,0,11,3,38,19,1.0,8,0.42105263157894735,16,0.8421052631578947,19,1.0
10,9,8,19,0,11,3,192,19,1.0,8,0.42105263157894735,16,0.8421052631578947,173,9.105263157894736
10,10,8,20,0,10,4,187,20,1.0,10,0.5,16,0.8,167,8.35
10,10,8,20,0,10,4,173,20,1.0,10,0.5,16,0.8,153,7.65
10,11,8,21,0,11,5,157,21,1.0,10,0.47619047619047616,16,0.7619047619047619,136,6.476190476190476
10,11,8,21,0,11,5,20,21,1.0,10,0.47619047619047616,16,0.7619047619047619,1,0.047619047619047616
10,12,8,22,0,14,6,218,22,1.0,8,0.36363636363636365,16,0.7272727272727273,196,8.909090909090908
10,12,8,22,0,14,6,90,22,1.0,8,0.36363636363636365,16,0.7272727272727273,68,3.090909090909091
10,13,8,23,0,15,7,106,23,1.0,8,0.34782608695652173,16,0.6956521739130435,83,3.608695652173913
10,13,8,23,0,15,7,205,23,1.0,8,0.34782608695652173,16,0.6956521739130435,182,7.913043478260869
10,14,8,24,0,14,8,103,24,1.0,10,0.4166666666666667,16,0.6666666666666666,79,3.2916666666666665
10,14,8,24,0,14,8,10,24,1.0,10,0.4166666666666667,16,0.6666666666666666,14,0.5833333333333334
10,15,8,25,0,15,9,175,25,1.0,10,0.4,16,0.64,150,6.0
10,15,8,25,0,15,9,49,25,1.0,10,0.4,16,0.64,24,0.96
11,0,8,11,0,11,11,135,11,1.0,0,0.0,0,0.0,124,11.272727272727273
11,0,8,11,0,11,11,101,11,1.0,0,0.0,0,0.0,90,8.181818181818182
11,1,8,12,0,11,12,232,12,1.0,1,0.08333333333333333,0,0.0,220,18.333333333333332
11,1,8,12,0,11,12,43,12,1.0,1,0.08333333333333333,0,0.0,31,2.5833333333333335
11,2,8,13,0,11,13,24,13,1.0,2,0.15384615384615385,0,0.0,11,0.8461538461538461
11,2,8,13,0,11,13,231,13,1.0,2,0.15384615384615385,0,0.0,218,16.76923076923077
11,3,8,14,0,11,14,137,14,1.0,3,0.21428571428571427,0,0.0,123,8.785714285714286
11,3,8,14,0,11,14,184,14,1.0,3,0.21428571428571427,0,0.0,170,12.142857142857142
11,4,8,15,0,15,15,63,15,1.0,0,0.0,0,0.0,48,3.2
11,4,8,15,0,15,15,112,15,1.0,0,0.0,0,0.0,97,6.466666666666667
11,5,8,16,0,15,0,142,16,1.0,1,0.0625,16,1.0,126,7.875
11,5,8,16,0,15,0,34,16,1.0,1,0.0625,16,1.0,18,1.125
11,6,8,17,0,15,1,109,17,1.0,2,0.11764705882352941,16,0.9411764705882353,92,5.411764705882353
11,6,8,17,0,15,1,65,17,1.0,2,0.11764705882352941,16,0.9411764705882353,48,2.823529411764706
11,7,8,18,0,15,2,2,18,1.0,3,0.16666666666666666,16,0.8888888888888888,16,0.8888888888888888
11,7,8,18,0,15,2,24,18,1.0,3,0.16666666666666666,16,0.8888888888888888,6,0.3333333333333333
11,8,8,19,0,11,3,20,19,1.0,8,0.42105263157894735,16,0.8421052631578947,1,0.05263157894736842
11,8,8,19,0,11,3,90,19,1.0,8,0.42105263157894735,16,0.8421052631578947,71,3.736842105263158
11,9,8,20,0,11,4,56,20,1.0,9,0.45,16,0.8,36,1.8
11,9,8,20,0,11,4,212,20,1.0,9,0.45,16,0.8,192,9.6
11,10,8,21,0,11,5,138,21,1.0,10,0.47619047619047616,16,0.7619047619047619,117,5.571428571428571
11,10,8,21,0,11,5,119,21,1.0,10,0.47619047619047616,16,0.7619047619047619,98,4.666666666666667
11,11,8,22,0,11,6,196,22,1.0,11,0.5,16,0.7272727272727273,174,7.909090909090909
11,11,8,22,0,11,6,230,22,1.0,11,0.5,16,0.7272727272727273,208,9.454545454545455
11,12,8,23,0,15,7,33,23,1.0,8,0.34782608695652173,16,0.6956521739130435,10,0.43478260869565216
11,12,8,23,0,15,7,43,23,1.0,8,0.34782608695652173,16,0.6956521739130435,20,0.8695652173913043
11,13,8,24,0,15,8,74,24,1.0,9,0.375,16,0.6666666666666666,50,2.0833333333333335
11,13,8,24,0,15,8,205,24,1.0,9,0.375,16,0.6666666666666666,181,7.541666666666667
11,14,8,25,0,15,9,48,25,1.0,10,0.4,16,0.64,23,0.92
11,14,8,25,0,15,9,185,25,1.0,10,0.4,16,0.64,160,6.4
11,15,8,26,0,15,10,12,26,1.0,11,0.4230769230769231,16,0.6153846153846154,14,0.5384615384615384
11,15,8,26,0,15,10,46,26,1.0,11,0.4230769230769231,16,0.6153846153846154,20,0.7692307692307693
12,0,8,12,0,12,12,166,12,1.0,0,0.0,0,0.0,154,12.833333333333334
12,0,8,12,0,12,12,48,12,1.0,0,0.0,0,0.0,36,3.0
12,1,8,13,0,13,13,160,13,1.0,0,0.0,0,0.0,147,11.307692307692308
12,1,8,13,0,13,13,54,13,1.0,0,0.0,0,0.0,41,3.1538461538461537
12,2,8,14,0,14,14,112,14,1.0,0,0.0,0,0.0,98,7.0
12,2,8,14,0,14,14,94,14,1.0,0,0.0,0,0.0,80,5.714285714285714
12,3,8,15,0,15,15,203,15,1.0,0,0.0,0,0.0,188,12.533333333333333
12,3,8,15,0,15,15,250,15,1.0,0,0.0,0,0.0,235,15.666666666666666
12,4,8,16,0,12,0,76,16,1.0,4,0.25,16,1.0,60,3.75
12,4,8,16,0,12,0,113,16,1.0,4,0.25,16,1.0,97,6.0625
12,5,8,17,0,13,1,156,17,1.0,4,0.23529411764705882,16,0.9411764705882353,139,8.176470588235293
12,5,8,17,0,13,1,43,17,1.0,4,0.23529411764705882,16,0.9411764705882353,26,1.5294117647058822
12,6,8,18,0,14,2,187,18,1.0,4,0.2222222222222222,16,0.8888888888888888,169,9.38888888888889
12,6,8,18,0,14,2,179,18,1.0,4,0.2222222222222222,16,0.8888888888888888,161,8.944444444444445
12,7,8,19,0,15,3,254,19,1.0,4,0.21052631578947367,16,0.8421052631578947,235,12.368421052631579
12,7,8,19,0,15,3,72,19,1.0,4,0.21052631578947367,16,0.8421052631578947,53,2.789473684210526
12,8,8,20,0,12,4,138,20,1.0,8,0.4,16,0.8,118,5.9
12,8,8,20,0,12,4,202,20,1.0,8,0.4,16,0.8,182,9.1
12,9,8,21,0,13,5,61,21,1.0,8,0.38095238095238093,16,0.7619047619047619,40,1.9047619047619047
12,9,8,21,0,13,5,244,21,1.0,8,0.38095238095238093,16,0.7619047619047619,223,10.619047619047619
12,10,8,22,0,14,6,214,22,1.0,8,0.36363636363636365,16,0.7272727272727273,192,8.727272727272727
12,10,8,22,0,14,6,138,22,1.0,8,0.36363636363636365,16,0.7272727272727273,116,5.2727272727272725
12,11,8,23,0,15,7,138,23,1.0,8,0.34782608695652173,16,0.6956521739130435,115,5.0
12,11,8,23,0,15,7,177,23,1.0,8,0.34782608695652173,16,0.6956521739130435,154,6.695652173913044
12,12,8,24,0,12,8,230,24,1.0,12,0.5,16,0.6666666666666666,206,8.583333333333334
12,12,8,24,0,12,8,214,24,1.0,12,0.5,16,0.6666666666666666,190,7.916666666666667
12,13,8,25,0,13,9,117,25,1.0,12,0.48,16,0.64,92,3.68
12,13,8,25,0,13,9,5,25,1.0,12,0.48,16,0.64,20,0.8
12,14,8,26,0,14,10,58,26,1.0,12,0.46153846153846156,16,0.6153846153846154,32,1.2307692307692308
12,14,8,26,0,14,10,194,26,1.0,12,0.46153846153846156,16,0.6153846153846154,168,6.461538461538462
12,15,8,27,0,15,11,219,27,1.0,12,0.4444444444444444,16,0.5925925925925926,192,7.111111111111111
12,15,8,27,0,15,11,101,27,1.0,12,0.4444444444444444,16,0.5925925925925926,74,2.740740740740741
13,0,8,13,0,13,13,138,13,1.0,0,0.0,0,0.0,125,9.615384615384615
13,0,8,13,0,13,13,6,13,1.0,0,0.0,0,0.0,7,0.5384615384615384
13,1,8,14,0,13,14,135,14,1.0,1,0.07142857142857142,0,0.0,121,8.642857142857142
13,1,8,14,0,13,14,164,14,1.0,1,0.07142857142857142,0,0.0,150,10.714285714285714
13,2,8,15,0,15,15,251,15,1.0,0,0.0,0,0.0,236,15.733333333333333
13,2,8,15,0,15,15,52,15,1.0,0,0.0,0,0.0,37,2.466666666666667
13,3,8,16,0,15,0,43,16,1.0,1,0.0625,16,1.0,27,1.6875
13,3,8,16,0,15,0,253,16,1.0,1,0.0625,16,1.0,237,14.8125
13,4,8,17,0,13,1,243,17,1.0,4,0.23529411764705882,16,0.9411764705882353,226,13.294117647058824
13,4,8,17,0,13,1,103,17,1.0,4,0.23529411764705882,16,0.9411764705882353,86,5.0588235294117645
13,5,8,18,0,13,2,153,18,1.0,5,0.2777777777777778,16,0.8888888888888888,135,7.5
13,5,8,18,0,13,2,164,18,1.0,5,0.2777777777777778,16,0.8888888888888888,146,8.11111111111111
13,6,8,19,0,15,3,48,19,1.0,4,0.21052631578947367,16,0.8421052631578947,29,1.5263157894736843
13,6,8,19,0,15,3,26,19,1.0,4,0.21052631578947367,16,0.8421052631578947,7,0.3684210526315789
13,7,8,20,0,15,4,9,20,1.0,5,0.25,16,0.8,11,0.55
13,7,8,20,0,15,4,94,20,1.0,5,0.25,16,0.8,74,3.7
13,8,8,21,0,13,5,225,21,1.0,8,0.38095238095238093,16,0.7619047619047619,204,9.714285714285714
13,8,8,21,0,13,5,178,21,1.0,8,0.38095238095238093,16,0.7619047619047619,157,7.476190476190476
13,9,8,22,0,13,6,77,22,1.0,9,0.4090909090909091,16,0.7272727272727273,55,2.5
13,9,8,22,0,13,6,108,22,1.0,9,0.4090909090909091,16,0.7272727272727273,86,3.909090909090909
13,10,8,23,0,15,7,130,23,1.0,8,0.34782608695652173,16,0.6956521739130435,107,4.6521739130434785
13,10,8,23,0,15,7,211,23,1.0,8,0.34782608695652173,16,0.6956521739130435,188,8.173913043478262
13,11,8,24,0,15,8,198,24,1.0,9,0.375,16,0.6666666666666666,174,7.25
13,11,8,24,0,15,8,73,24,1.0,9,0.375,16,0.6666666666666666,49,2.0416666666666665
13,12,8,25,0,13,9,125,25,1.0,12,0.48,16,0.64,100,4.0
13,12,8,25,0,13,9,99,25,1.0,12,0.48,16,0.64,74,2.96
13,13,8,26,0,13,10,16,26,1.0,13,0.5,16,0.6153846153846154,10,0.38461538461538464
13,13,8,26,0,13,10,26,26,1.0,13,0.5,16,0.6153846153846154,0,0.0
13,14,8,27,0,15,11,1,27,1.0,12,0.4444444444444444,16,0.5925925925925926,26,0.9629629629629629
13,14,8,27,0,15,11,148,27,1.0,12,0.4444444444444444,16,0.5925925925925926,121,4.481481481481482
13,15,8,28,0,15,12,119,28,1.0,13,0.4642857142857143,16,0.5714285714285714,91,3.25
13,15,8,28,0,15,12,152,28,1.0,13,0.4642857142857143,16,0.5714285714285714,124,4.428571428571429
14,0,8,14,0,14,14,46,14,1.0,0,0.0,0,0.0,32,2.2857142857142856
14,0,8,14,0,14,14,158,14,1.0,0,0.0,0,0.0,144,10.285714285714286
14,1,8,15,0,15,15,166,15,1.0,0,0.0,0,0.0,151,10.066666666666666
14,1,8,15,0,15,15,115,15,1.0,0,0.0,0,0.0,100,6.666666666666667
14,2,8,16,0,14,0,228,16,1.0,2,0.125,16,1.0,212,13.25
14,2,8,16,0,14,0,59,16,1.0,2,0.125,16,1.0,43,2.6875
14,3,8,17,0,15,1,190,17,1.0,2,0.11764705882352941,16,0.9411764705882353,173,10.176470588235293
14,3,8,17,0,15,1,238,17,1.0,2,0.11764705882352941,16,0.9411764705882353,221,13.0
14,4,8,18,0,14,2,226,18,1.0,4,0.2222222222222222,16,0.8888888888888888,208,11.555555555555555
14,4,8,18,0,14,2,52,18,1.0,4,0.2222222222222222,16,0.8888888888888888,34,1.8888888888888888
14,5,8,19,0,15,3,85,19,1.0,4,0.21052631578947367,16,0.8421052631578947,66,3.473684210526316
14,5,8,19,0,15,3,233,19,1.0,4,0.21052631578947367,16,0.8421052631578947,214,11.263157894736842
14,6,8,20,0,14,4,73,20,1.0,6,0.3,16,0.8,53,2.65
14,6,8,20,0,14,4,72,20,1.0,6,0.3,16,0.8,52,2.6
14,7,8,21,0,15,5,45,21,1.0,6,0.2857142857142857,16,0.7619047619047619,24,1.1428571428571428
14,7,8,21,0,15,5,115,21,1.0,6,0.2857142857142857,16,0.7619047619047619,94,4.476190476190476
14,8,8,22,0,14,6,219,22,1.0,8,0.36363636363636365,16,0.7272727272727273,197,8.954545454545455
14,8,8,22,0,14,6,50,22,1.0,8,0.36363636363636365,16,0.7272727272727273,28,1.2727272727272727
14,9,8,23,0,15,7,181,23,1.0,8,0.34782608695652173,16,0.6956521739130435,158,6.869565217391305
14,9,8,23,0,15,7,58,23,1.0,8,0.34782608695652173,16,0.6956521739130435,35,1.5217391304347827
14,10,8,24,0,14,8,175,24,1.0,10,0.4166666666666667,16,0.6666666666666666,151,6.291666666666667
14,10,8,24,0,14,8,138,24,1.0,10,0.4166666666666667,16,0.6666666666666666,114,4.75
14,11,8,25,0,15,9,155,25,1.0,10,0.4,16,0.64,130,5.2
14,11,8,25,0,15,9,227,25,1.0,10,0.4,16,0.64,202,8.08
14,12,8,26,0,14,10,7,26,1.0,12,0.46153846153846156,16,0.6153846153846154,19,0.7307692307692307
14,12,8,26,0,14,10,42,26,1.0,12,0.46153846153846156,16,0.6153846153846154,16,0.6153846153846154
14,13,8,27,0,15,11,222,27,1.0,12,0.4444444444444444,16,0.5925925925925926,195,7.222222222222222
14,13,8,27,0,15,11,85,27,1.0,12,0.4444444444444444,16,0.5925925925925926,58,2.1481481481481484
14,14,8,28,0,14,12,210,28,1.0,14,0.5,16,0.5714285714285714,182,6.5
14,14,8,28,0,14,12,108,28,1.0,14,0.5,16,0.5714285714285714,80,2.857142857142857
14,15,8,29,0,15,13,198,29,1.0,14,0.4827586206896552,16,0.5517241379310345,169,5.827586206896552
14,15,8,29,0,15,13,203,29,1.0,14,0.4827586206896552,16,0.5517241379310345,174,6.0
15,0,8,15,0,15,15,39,15,1.0,0,0.0,0,0.0,24,1.6
15,0,8,15,0,15,15,149,15,1.0,0,0.0,0,0.0,134,8.933333333333334
15,1,8,16,0,15,0,245,16,1.0,1,0.0625,16,1.0,229,14.3125
15,1,8,16,0,15,0,55,16,1.0,1,0.0625,16,1.0,39,2.4375
15,2,8,17,0,15,1,130,17,1.0,2,0.11764705882352941,16,0.9411764705882353,113,6.647058823529412
15,2,8,17,0,15,1,89,17,1.0,2,0.11764705882352941,16,0.9411764705882353,72,4.235294117647059
15,3,8,18,0,15,2,237,18,1.0,3,0.16666666666666666,16,0.8888888888888888,219,12.166666666666666
15,3,8,18,0,15,2,124,18,1.0,3,0.16666666666666666,16,0.8888888888888888,106,5.888888888888889
15,4,8,19,0,15,3,59,19,1.0,4,0.21052631578947367,16,0.8421052631578947,40,2.1052631578947367
15,4,8,19,0,15,3,40,19,1.0,4,0.21052631578947367,16,0.8421052631578947,21,1.105263157894737
15,5,8,20,0,15,4,114,20,1.0,5,0.25,16,0.8,94,4.7
15,5,8,20,0,15,4,97,20,1.0,5,0.25,16,0.8,77,3.85
15,6,8,21,0,15,5,186,21,1.0,6,0.2857142857142857,16,0.7619047619047619,165,7.857142857142857
15,6,8,21,0,15,5,155,21,1.0,6,0.2857142857142857,16,0.7619047619047619,134,6.380952380952381
15,7,8,22,0,15,6,241,22,1.0,7,0.3181818181818182,16,0.7272727272727273,219,9.954545454545455
15,7,8,22,0,15,6,93,22,1.0,7,0.3181818181818182,16,0.7272727272727273,71,3.227272727272727
15,8,8,23,0,15,7,109,23,1.0,8,0.34782608695652173,16,0.6956521739130435,86,3.739130434782609
15,8,8,23,0,15,7,10,23,1.0,8,0.34782608695652173,16,0.6956521739130435,13,0.5652173913043478
15,9,8,24,0,15,8,200,24,1.0,9,0.375,16,0.6666666666666666,176,7.333333333333333
15,9,8,24,0,15,8,106,24,1.0,9,0.375,16,0.6666666666666666,82,3.4166666666666665
